,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Group_enc,GroupSize,Name,FamilySize,HomePlanet,Destination,VIP,Cabin,CryoSleep,Deck,Side,Deck_enc,Route,Europa,Mars,PSO J318.5-22,TRAPPIST-1e,S
1125,11.0,0.0,0.0,0.0,0.0,0.0,0,1187,0.39757504200535854,3,Matts1187,3,Earth,TRAPPIST-1e,0,G/184/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1126,58.0,204.0,4227.0,0.0,3026.0,61.0,0,1188,0.5035950532067874,1,Sorticbar1188,1,Europa,TRAPPIST-1e,0,C/46/P,0,C,P,2,EuropaTRAPPIST-1e,1,0,0,1,0
1127,52.0,0.0,243.0,464.0,71.0,8.0,1,1190,0.5035950532067874,1,Carpennels1190,1,Earth,TRAPPIST-1e,0,E/72/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1128,36.0,0.0,0.0,0.0,0.0,1583.0,0,1191,0.5035950532067874,1,Santry1191,1,Earth,TRAPPIST-1e,0,F/229/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1129,32.0,600.0,670.0,0.0,187.0,0.0,0,1192,0.503666427030913,1,Moodman1192,1,Earth,TRAPPIST-1e,0,F/238/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1130,16.0,0.0,0.0,0.0,0.0,0.0,1,1193,0.5035950532067874,2,Presstic1193,2,Europa,TRAPPIST-1e,0,B/50/S,1,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
1131,25.0,0.0,0.0,0.0,0.0,0.0,1,1193,0.5035950532067874,2,Presstic1193,2,Europa,55 Cancri e,0,B/50/S,1,B,S,1,Europa55 Cancri e,1,0,0,0,1
1132,28.0,2.0,558.0,0.0,0.0,0.0,1,1195,0.5035950532067874,1,Lancis1195,1,Earth,55 Cancri e,0,F/239/P,0,F,P,5,Earth55 Cancri e,0,0,0,0,0
1133,32.0,0.0,122.0,3700.0,337.0,1388.0,0,1197,0.5035950532067874,1,Folhal1197,1,Europa,55 Cancri e,1,B/45/P,0,B,P,1,Europa55 Cancri e,1,0,0,0,0
1134,28.0,42.0,1116.0,0.0,0.0,0.0,1,1198,0.5035950532067874,1,Tie1198,1,Mars,TRAPPIST-1e,0,G/734/S,0,G,S,6,MarsTRAPPIST-1e,0,1,0,1,1
1135,16.0,0.0,0.0,752.0,0.0,235.0,0,1199,0.5035950532067874,1,Hubbarnett1199,1,Earth,TRAPPIST-1e,0,E/73/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1136,50.0,0.0,5473.0,0.0,703.0,6381.0,0,1203,0.5035950532067874,1,Unrent1203,1,Europa,55 Cancri e,1,B/51/S,0,B,S,1,Europa55 Cancri e,1,0,0,0,1
1137,20.0,71.0,8.0,513.0,354.0,0.0,0,1206,0.5035950532067874,1,Powery1206,1,Earth,TRAPPIST-1e,0,F/241/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1138,23.0,0.0,0.0,6.0,30.0,200.0,0,1208,0.5035950532067874,1,Blainson1208,1,Earth,TRAPPIST-1e,0,G/178/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1139,45.0,0.0,0.0,0.0,0.0,0.0,1,1210,0.4443485763589301,2,Brooker1210,2,Earth,TRAPPIST-1e,0,G/179/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1140,23.0,393.0,510.0,0.0,0.0,5.0,0,1210,0.5619956351824595,2,Brooker1210,2,Earth,TRAPPIST-1e,0,G/179/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1141,53.0,0.0,0.0,0.0,0.0,0.0,0,1211,0.550186942766753,7,Alvasquez1211,4,Earth,PSO J318.5-22,0,G/186/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
1142,8.0,0.0,0.0,0.0,0.0,0.0,0,1211,0.550186942766753,7,Alvasquez1211,4,Earth,TRAPPIST-1e,0,G/186/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1143,6.0,0.0,0.0,0.0,0.0,0.0,1,1211,0.550186942766753,7,Pollarkeeks1211,3,Earth,TRAPPIST-1e,0,G/186/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1144,3.0,0.0,0.0,0.0,0.0,0.0,0,1211,0.550186942766753,7,Pollarkeeks1211,3,Earth,TRAPPIST-1e,0,G/186/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1145,13.0,1.0,212.0,843.0,78.0,10.0,1,1211,0.4154346263245085,7,Alvasquez1211,4,Earth,55 Cancri e,0,F/232/S,0,F,S,5,Earth55 Cancri e,0,0,0,0,1
1146,60.0,0.0,0.0,0.0,0.0,0.0,0,1211,0.4154346263245085,7,Alvasquez1211,4,Earth,TRAPPIST-1e,0,G/186/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1147,1.0,0.0,0.0,0.0,0.0,0.0,1,1211,0.4154346263245085,7,Pollarkeeks1211,3,Earth,55 Cancri e,0,G/186/S,0,G,S,6,Earth55 Cancri e,0,0,0,0,1
1148,40.0,0.0,1.0,195.0,560.0,0.0,0,1212,0.5035950532067874,1,Vales1212,1,Earth,TRAPPIST-1e,0,G/180/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1149,51.0,0.0,0.0,800.0,0.0,4.0,1,1213,0.5035950532067874,1,Mckinsond1213,1,Earth,TRAPPIST-1e,0,F/242/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1150,31.0,0.0,0.0,0.0,0.0,0.0,1,1214,0.503666427030913,1,Fulloydez1214,1,Earth,55 Cancri e,0,G/181/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
1151,28.0,0.0,0.0,0.0,0.0,0.0,1,1215,0.5035950532067874,1,Huntt1215,1,Earth,TRAPPIST-1e,0,G/187/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1152,20.0,65.0,905.0,0.0,0.0,0.0,1,1216,0.5035950532067874,1,Pentss1216,1,Earth,TRAPPIST-1e,0,G/182/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1153,14.0,0.0,0.0,0.0,2143.0,7.0,0,1218,0.5035950532067874,1,Gilleranks1218,1,Earth,TRAPPIST-1e,0,F/243/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1154,23.0,0.0,592.0,0.0,345.0,810.0,0,1220,0.503666427030913,1,Fanchy1220,1,Europa,TRAPPIST-1e,0,E/76/P,0,E,P,4,EuropaTRAPPIST-1e,1,0,0,1,0
1155,4.0,0.0,0.0,0.0,0.0,0.0,0,1221,0.4443485763589301,2,Alfordonard1221,2,Earth,TRAPPIST-1e,0,G/188/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1156,20.0,0.0,0.0,0.0,1608.0,1.0,0,1221,0.4444115532625703,2,Alfordonard1221,2,Earth,TRAPPIST-1e,0,E/87/S,0,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
1157,75.0,0.0,493.0,0.0,131.0,132.0,0,1222,0.5035950532067874,1,Hubert1222,1,Earth,TRAPPIST-1e,0,G/183/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1158,24.0,0.0,0.0,0.0,0.0,0.0,1,1223,0.5035950532067874,1,Coweboded1223,1,Europa,55 Cancri e,0,C/48/S,1,C,S,2,Europa55 Cancri e,1,0,0,0,1
1159,18.0,2.0,1311.0,60.0,28.0,1.0,1,1225,0.5035950532067874,1,Morrodgers1225,1,Earth,TRAPPIST-1e,0,F/244/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1160,21.0,0.0,0.0,0.0,0.0,0.0,1,1228,0.5619956351824595,2,Purle1228,2,Mars,TRAPPIST-1e,0,E/89/S,1,E,S,4,MarsTRAPPIST-1e,0,1,0,1,1
1161,59.0,142.0,0.0,907.0,0.0,0.0,1,1228,0.5620586120860998,2,Purle1228,2,Mars,TRAPPIST-1e,0,E/89/S,0,E,S,4,MarsTRAPPIST-1e,0,1,0,1,1
1162,27.0,0.0,0.0,863.0,33.0,2.0,1,1229,0.503666427030913,1,Floydendley1229,1,Earth,TRAPPIST-1e,0,F/245/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1163,38.0,354.0,34.0,0.0,291.0,229.0,0,1230,0.5035950532067874,1,Gainebergan1230,1,Earth,TRAPPIST-1e,0,G/189/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1164,41.0,0.0,0.0,0.0,0.0,0.0,0,1231,0.503666427030913,1,Emead1231,1,Mars,TRAPPIST-1e,0,E/77/P,1,E,P,4,MarsTRAPPIST-1e,0,1,0,1,0
1165,36.0,0.0,0.0,0.0,0.0,0.0,1,1232,0.4444115532625703,2,Geraing1232,2,Europa,TRAPPIST-1e,0,C/49/S,1,C,S,2,EuropaTRAPPIST-1e,1,0,0,1,1
1166,29.0,0.0,42.0,0.0,4651.0,661.0,0,1232,0.5619956351824595,2,Geraing1232,2,Europa,55 Cancri e,0,C/49/S,0,C,S,2,Europa55 Cancri e,1,0,0,0,1
1167,22.0,0.0,0.0,0.0,0.0,0.0,1,1233,0.5035950532067874,1,Burryerson1233,1,Earth,PSO J318.5-22,0,G/184/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
1168,23.0,0.0,0.0,1250.0,0.0,0.0,1,1234,0.503666427030913,1,Lambles1234,1,Earth,PSO J318.5-22,0,F/236/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
1169,32.0,27.0,393.0,1061.0,27.0,0.0,1,1235,0.5035950532067874,1,Scottuez1235,1,Earth,TRAPPIST-1e,0,F/237/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1170,21.0,614.0,43.0,0.0,1.0,0.0,0,1236,0.5035950532067874,1,Lancock1236,1,Earth,55 Cancri e,0,F/246/P,0,F,P,5,Earth55 Cancri e,0,0,0,0,0
1171,26.0,0.0,1026.0,3301.0,831.0,356.0,1,1238,0.5035950532067874,2,Pronfraked1238,2,Europa,TRAPPIST-1e,0,C/50/S,0,C,S,2,EuropaTRAPPIST-1e,1,0,0,1,1
1172,61.0,0.0,0.0,0.0,0.0,0.0,1,1238,0.5035950532067874,2,Pronfraked1238,2,Europa,TRAPPIST-1e,0,B/53/S,1,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
1173,30.0,585.0,13.0,122.0,40.0,105.0,1,1239,0.503666427030913,1,Klindsey1239,1,Earth,PSO J318.5-22,0,E/78/P,0,E,P,4,EarthPSO J318.5-22,0,0,1,0,0
1174,40.0,889.0,185.0,0.0,0.0,28.0,1,1240,0.5035950532067874,1,Bookson1240,1,Earth,TRAPPIST-1e,0,F/238/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1175,37.0,0.0,4677.0,0.0,115.0,223.0,1,1242,0.5035950532067874,1,Clugeadry1242,1,Europa,55 Cancri e,0,C/48/P,0,C,P,2,Europa55 Cancri e,1,0,0,0,0
1176,41.0,0.0,4224.0,0.0,1374.0,1281.0,0,1243,0.4443485763589301,2,Drivery1243,1,Europa,TRAPPIST-1e,0,A/9/P,0,A,P,0,EuropaTRAPPIST-1e,1,0,0,1,0
1177,32.0,8168.0,69.0,11.0,371.0,0.0,0,1243,0.4443485763589301,2,Oderient1243,1,Europa,TRAPPIST-1e,0,A/9/P,0,A,P,0,EuropaTRAPPIST-1e,1,0,0,1,0
1178,30.0,0.0,192.0,0.0,565.0,0.0,0,1246,0.503666427030913,1,Schmondez1246,1,Earth,TRAPPIST-1e,0,G/185/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1179,27.0,0.0,0.0,0.0,0.0,0.0,1,1248,0.5035950532067874,1,Ewiseston1248,1,Earth,PSO J318.5-22,0,F/239/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
1180,22.0,0.0,17.0,0.0,61.0,567.0,0,1250,0.5035950532067874,1,Torrez1250,1,Earth,TRAPPIST-1e,0,F/240/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1181,54.0,704.0,0.0,431.0,0.0,47.0,0,1254,0.5035950532067874,2,Breke1254,2,Mars,TRAPPIST-1e,0,D/44/S,0,D,S,3,MarsTRAPPIST-1e,0,1,0,1,1
1182,27.0,4.0,0.0,896.0,229.0,0.0,0,1254,0.5035950532067874,2,Breke1254,2,Mars,TRAPPIST-1e,0,F/241/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1183,52.0,0.0,0.0,0.0,0.0,0.0,1,1255,0.5619956351824595,2,Potte1255,2,Mars,TRAPPIST-1e,0,F/242/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1184,15.0,0.0,0.0,0.0,0.0,0.0,1,1255,0.5620586120860998,2,Potte1255,2,Mars,TRAPPIST-1e,0,F/242/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1185,27.0,1277.0,0.0,1.0,10.0,9.0,0,1256,0.5035950532067874,1,Erpie1256,1,Mars,TRAPPIST-1e,0,E/92/S,0,E,S,4,MarsTRAPPIST-1e,0,1,0,1,1
1186,30.0,0.0,3628.0,289.0,1737.0,4987.0,0,1258,0.5035950532067874,1,Cowsearney1258,1,Europa,55 Cancri e,0,A/10/P,0,A,P,0,Europa55 Cancri e,1,0,0,0,0
1187,19.0,0.0,0.0,619.0,0.0,142.0,0,1259,0.503666427030913,1,Mcguirez1259,1,Earth,TRAPPIST-1e,0,F/243/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1188,22.0,0.0,0.0,0.0,0.0,0.0,1,1260,0.503666427030913,1,Scotterkins1260,1,Earth,PSO J318.5-22,0,G/186/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
1189,43.0,1365.0,3106.0,0.0,50.0,2313.0,0,1261,0.5035950532067874,1,Healted1261,1,Europa,55 Cancri e,0,C/49/P,0,C,P,2,Europa55 Cancri e,1,0,0,0,0
1190,25.0,1084.0,1.0,66.0,0.0,5.0,0,1263,0.5035950532067874,1,Vloaf1263,1,Mars,TRAPPIST-1e,0,F/244/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1191,51.0,0.0,1.0,0.0,51.0,945.0,0,1264,0.5035950532067874,1,Roberrenn1264,1,Earth,TRAPPIST-1e,0,E/79/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1192,34.0,0.0,0.0,0.0,0.0,0.0,1,1267,0.5035950532067874,1,Jacostaffey1267,1,Earth,PSO J318.5-22,0,G/191/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
1193,21.0,2066.0,0.0,15.0,0.0,1.0,0,1269,0.503666427030913,1,Pane1269,1,Mars,TRAPPIST-1e,0,E/80/P,0,E,P,4,MarsTRAPPIST-1e,0,1,0,1,0
1194,21.0,0.0,0.0,0.0,0.0,0.0,0,1271,0.5035950532067874,1,Hubbarrison1271,1,Earth,PSO J318.5-22,0,G/189/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
1195,23.0,0.0,0.0,0.0,759.0,0.0,0,1273,0.5035950532067874,1,Cruzaley1273,1,Earth,TRAPPIST-1e,0,F/246/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1196,38.0,0.0,0.0,591.0,40.0,173.0,0,1274,0.503666427030913,1,Willangsey1274,1,Earth,55 Cancri e,0,F/254/P,0,F,P,5,Earth55 Cancri e,0,0,0,0,0
1197,30.0,0.0,0.0,0.0,0.0,0.0,0,1278,0.5035950532067874,1,Howayery1278,1,Earth,TRAPPIST-1e,0,G/190/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1198,31.0,0.0,0.0,0.0,0.0,0.0,1,1279,0.5035950532067874,1,Dynigic1279,1,Europa,55 Cancri e,0,C/50/P,1,C,P,2,Europa55 Cancri e,1,0,0,0,0
1199,44.0,0.0,178.0,482.0,0.0,0.0,1,1280,0.503666427030913,1,Leton1280,1,Earth,PSO J318.5-22,0,F/257/P,0,F,P,5,EarthPSO J318.5-22,0,0,1,0,0
1200,14.0,0.0,0.0,0.0,0.0,0.0,0,1281,0.503666427030913,1,Tranciams1281,1,Earth,TRAPPIST-1e,0,G/193/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1201,18.0,0.0,0.0,0.0,0.0,0.0,0,1282,0.503666427030913,1,Handertiz1282,1,Earth,PSO J318.5-22,0,G/191/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
1202,19.0,6.0,0.0,1.0,714.0,0.0,0,1283,0.5035950532067874,1,Burchanez1283,1,Earth,TRAPPIST-1e,0,G/194/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1203,0.0,0.0,0.0,0.0,0.0,0.0,1,1284,0.503666427030913,1,Knité1284,1,Mars,TRAPPIST-1e,0,F/247/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1204,36.0,286.0,415.0,16.0,0.0,0.0,0,1285,0.5035950532067874,1,Weaverays1285,1,Earth,55 Cancri e,0,F/258/P,0,F,P,5,Earth55 Cancri e,0,0,0,0,0
1205,10.0,0.0,0.0,0.0,0.0,0.0,1,1286,0.5035950532067874,1,Fache1286,1,Mars,TRAPPIST-1e,0,F/248/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1206,1.0,0.0,0.0,0.0,0.0,0.0,1,1287,0.5028381999000954,3,Pimne1287,3,Mars,TRAPPIST-1e,0,F/259/P,1,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1207,4.0,0.0,0.0,0.0,0.0,0.0,1,1287,0.502894547655984,3,Pimne1287,3,Mars,55 Cancri e,0,F/259/P,1,F,P,5,Mars55 Cancri e,0,1,0,0,0
1208,21.0,733.0,0.0,1084.0,1.0,43.0,0,1287,0.6081013577948322,3,Pimne1287,3,Mars,TRAPPIST-1e,0,F/259/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1209,24.0,621.0,0.0,0.0,0.0,0.0,0,1288,0.5035950532067874,1,Flemaney1288,1,Earth,TRAPPIST-1e,0,G/192/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1210,8.0,0.0,0.0,0.0,0.0,0.0,0,1289,0.4444115532625703,2,Fultz1289,2,Earth,TRAPPIST-1e,0,G/195/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1211,18.0,789.0,0.0,2.0,0.0,19.0,0,1289,0.4443485763589301,2,Fultz1289,2,Earth,TRAPPIST-1e,0,G/195/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1212,33.0,1758.0,59.0,4.0,0.0,0.0,0,1291,0.5035950532067874,1,Ponie1291,1,Mars,TRAPPIST-1e,0,F/260/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1213,31.0,0.0,27723.0,3.0,202.0,3146.0,1,1292,0.5619956351824595,2,Conale1292,2,Europa,55 Cancri e,1,B/55/S,0,B,S,1,Europa55 Cancri e,1,0,0,0,1
1214,43.0,105.0,368.0,268.0,842.0,13.0,1,1292,0.5619956351824595,2,Conale1292,2,Europa,TRAPPIST-1e,0,B/55/S,0,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
1215,20.0,213.0,0.0,0.0,0.0,584.0,0,1293,0.5035950532067874,1,Bertsontry1293,1,Earth,TRAPPIST-1e,0,F/261/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1216,28.0,0.0,0.0,0.0,0.0,0.0,1,1294,0.5028381999000954,3,Gulcepusy1294,2,Europa,TRAPPIST-1e,0,A/14/S,1,A,S,0,EuropaTRAPPIST-1e,1,0,0,1,1
1217,30.0,0.0,0.0,0.0,0.0,0.0,1,1294,0.502894547655984,3,Plegred1294,1,Europa,PSO J318.5-22,0,A/14/S,1,A,S,0,EuropaPSO J318.5-22,1,0,1,0,1
1218,28.0,0.0,0.0,0.0,0.0,0.0,0,1294,0.6081577055507208,3,Gulcepusy1294,2,Europa,TRAPPIST-1e,1,A/14/S,0,A,S,0,EuropaTRAPPIST-1e,1,0,0,1,1
1219,19.0,68.0,0.0,0.0,719.0,0.0,0,1295,0.5035950532067874,1,Vaught1295,1,Earth,TRAPPIST-1e,0,G/734/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1220,22.0,0.0,0.0,675.0,5.0,0.0,1,1299,0.503666427030913,1,Moodsey1299,1,Earth,TRAPPIST-1e,0,F/250/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
1221,27.0,1.0,299.0,1.0,380.0,13.0,0,1300,0.5035950532067874,1,Robins1300,1,Earth,55 Cancri e,0,F/251/S,0,F,S,5,Earth55 Cancri e,0,0,0,0,1
1222,22.0,218.0,50.0,4817.0,146.0,256.0,1,1302,0.503666427030913,1,Erry1302,1,Mars,55 Cancri e,0,D/45/S,0,D,S,3,Mars55 Cancri e,0,1,0,0,1
1223,2.0,0.0,0.0,0.0,0.0,0.0,1,1304,0.550186942766753,6,Quinnedy1304,2,Earth,55 Cancri e,0,E/82/P,1,E,P,4,Earth55 Cancri e,0,0,0,0,0
1224,4.0,0.0,0.0,0.0,0.0,0.0,0,1304,0.550186942766753,6,Carrishley1304,1,Earth,TRAPPIST-1e,0,E/82/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1225,10.0,0.0,0.0,0.0,0.0,0.0,0,1304,0.5421998562185478,6,Quinnedy1304,2,Earth,TRAPPIST-1e,0,E/82/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1226,9.0,0.0,0.0,0.0,0.0,0.0,1,1304,0.4621570319240725,6,Powenoble1304,3,Earth,TRAPPIST-1e,0,E/82/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1227,37.0,0.0,0.0,0.0,0.0,0.0,0,1304,0.550186942766753,6,Powenoble1304,3,Earth,TRAPPIST-1e,0,E/82/P,1,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
1228,2.0,0.0,0.0,0.0,0.0,0.0,1,1304,0.4621570319240725,6,Powenoble1304,3,Earth,PSO J318.5-22,0,E/82/P,0,E,P,4,EarthPSO J318.5-22,0,0,1,0,0
1229,44.0,0.0,3863.0,1.0,1010.0,514.0,1,1306,0.5620586120860998,2,Irintious1306,2,Europa,TRAPPIST-1e,0,B/56/S,0,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
1230,11.0,0.0,0.0,0.0,0.0,0.0,1,1306,0.5619956351824595,2,Irintious1306,2,Europa,55 Cancri e,0,B/56/S,0,B,S,1,Europa55 Cancri e,1,0,0,0,1
1231,22.0,0.0,0.0,0.0,0.0,0.0,0,1307,0.503666427030913,1,Norrison1307,1,Earth,TRAPPIST-1e,0,G/193/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1232,40.0,0.0,0.0,0.0,0.0,0.0,1,1308,0.3976313897612471,4,Plegred1308,4,Europa,55 Cancri e,0,E/94/S,1,E,S,4,Europa55 Cancri e,1,0,0,0,1
1233,30.0,278.0,3300.0,0.0,8145.0,2519.0,0,1308,0.550186942766753,4,Plegred1308,4,Europa,55 Cancri e,0,E/94/S,0,E,S,4,Europa55 Cancri e,1,0,0,0,1
1234,37.0,0.0,439.0,0.0,3198.0,6.0,0,1308,0.550186942766753,4,Plegred1308,4,Europa,55 Cancri e,0,E/94/S,0,E,S,4,Europa55 Cancri e,1,0,0,0,1
1235,26.0,0.0,0.0,0.0,0.0,0.0,1,1308,0.3976313897612471,4,Plegred1308,4,Europa,55 Cancri e,0,E/94/S,1,E,S,4,Europa55 Cancri e,1,0,0,0,1
1236,19.0,0.0,4.0,109.0,0.0,671.0,1,1309,0.5035950532067874,1,Gordond1309,1,Earth,TRAPPIST-1e,0,F/264/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
1237,57.0,0.0,987.0,1.0,4948.0,53.0,0,1310,0.5035950532067874,1,Coillery1310,1,Europa,TRAPPIST-1e,0,C/52/S,0,C,S,2,EuropaTRAPPIST-1e,1,0,0,1,1
1238,1.0,0.0,0.0,0.0,0.0,0.0,1,1311,0.39757504200535854,3,Make1311,3,Mars,TRAPPIST-1e,0,F/265/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1239,17.0,948.0,47.0,292.0,0.0,0.0,0,1311,0.5619956351824595,3,Make1311,3,Mars,TRAPPIST-1e,0,F/265/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1240,26.0,1946.0,4.0,4.0,0.0,623.0,0,1311,0.5619956351824595,3,Make1311,3,Mars,TRAPPIST-1e,0,D/43/P,0,D,P,3,MarsTRAPPIST-1e,0,1,0,1,0
1241,21.0,0.0,0.0,0.0,0.0,0.0,1,1312,0.5035950532067874,1,Blandez1312,1,Earth,55 Cancri e,0,G/194/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
1242,28.0,0.0,0.0,0.0,0.0,0.0,1,1316,0.5035950532067874,2,Quelfly1316,2,Europa,TRAPPIST-1e,0,E/95/S,1,E,S,4,EuropaTRAPPIST-1e,1,0,0,1,1
1243,36.0,0.0,847.0,0.0,4664.0,89.0,0,1316,0.5035950532067874,2,Quelfly1316,2,Europa,55 Cancri e,0,E/95/S,0,E,S,4,Europa55 Cancri e,1,0,0,0,1
1244,25.0,2508.0,0.0,23.0,0.0,67.0,0,1317,0.5035950532067874,1,Tité1317,1,Mars,TRAPPIST-1e,0,F/266/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
1245,40.0,0.0,0.0,0.0,0.0,0.0,1,1322,0.5035950532067874,1,Masquez1322,1,Earth,TRAPPIST-1e,0,G/196/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
1246,23.0,0.0,0.0,0.0,0.0,0.0,1,1323,0.5035950532067874,1,Gamberson1323,1,Earth,55 Cancri e,0,F/267/P,1,F,P,5,Earth55 Cancri e,0,0,0,0,0
1247,2.0,0.0,0.0,0.0,0.0,0.0,0,1324,0.502894547655984,3,Gilleyons1324,3,Earth,55 Cancri e,0,G/199/S,1,G,S,6,Earth55 Cancri e,0,0,0,0,1
1248,10.0,0.0,0.0,0.0,0.0,0.0,0,1324,0.5028381999000954,3,Gilleyons1324,3,Earth,55 Cancri e,0,G/199/S,0,G,S,6,Earth55 Cancri e,0,0,0,0,1
1249,43.0,0.0,0.0,0.0,0.0,0.0,1,1324,0.39757504200535854,3,Gilleyons1324,3,Earth,TRAPPIST-1e,0,G/199/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
1250,0.0,0.0,0.0,0.0,0.0,0.0,1,1325,0.5028381999000954,3,Barbes1325,3,Earth,TRAPPIST-1e,0,E/97/S,1,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
1251,24.0,70.0,160.0,340.0,0.0,336.0,0,1325,0.6081577055507208,3,Barbes1325,3,Earth,TRAPPIST-1e,0,E/97/S,0,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
1252,42.0,0.0,0.0,0.0,0.0,0.0,1,1325,0.5028381999000954,3,Barbes1325,3,Earth,TRAPPIST-1e,0,E/97/S,1,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
1253,30.0,1450.0,0.0,0.0,0.0,1147.0,0,1326,0.4443485763589301,2,Gelte1326,2,Mars,TRAPPIST-1e,0,F/257/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
1254,19.0,1507.0,0.0,260.0,0.0,0.0,0,1326,0.4444115532625703,2,Gelte1326,2,Mars,TRAPPIST-1e,0,F/257/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
